window,discipline,topic,topic_keywords,N,N_rel
2005-2009,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",5,0.45454545454545453
2005-2009,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",1,0.125
2005-2009,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",5,0.625
2005-2009,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",2,0.25
2005-2009,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",20,0.45454545454545453
2005-2009,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",16,0.36363636363636365
2005-2009,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",7,0.1590909090909091
2005-2009,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",1,0.022727272727272728
2005-2009,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",14,0.6086956521739131
2005-2009,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",5,0.21739130434782608
2005-2009,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",2,0.08695652173913043
2005-2009,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",1,0.043478260869565216
2005-2009,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.043478260869565216
2005-2009,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",19,1
2005-2009,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",6,0.6666666666666666
2005-2009,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",3,0.3333333333333333
2006-2010,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",35,0.6862745098039216
2006-2010,Biology,1,"government, carbon, enterprises, evolutionary, game, development, strategy, low, marine, supervision",1,0.0196078431372549
2006-2010,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",8,0.1568627450980392
2006-2010,Biology,3,"management, game, based, model, nash, theory, fisheries, cooperative, energy, fishers",4,0.0784313725490196
2006-2010,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",2,0.0392156862745098
2006-2010,Biology,7,"bifurcation, mml, matrix, structured, evolutionary, discrete, models, equations, theorem, dynamics",1,0.0196078431372549
2006-2010,Computer Science,0,"game, edge, cloud, users, computing, problem, mobile, proposed, equilibrium, nash",18,0.34615384615384615
2006-2010,Computer Science,1,"game, government, energy, supply, market, evolutionary, model, strategy, chain, study",3,0.057692307692307696
2006-2010,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",21,0.40384615384615385
2006-2010,Computer Science,3,"attack, defense, game, security, model, attacks, network, strategy, based, blockchain",5,0.09615384615384616
2006-2010,Computer Science,4,"learning, game, reinforcement, control, based, games, marl, algorithm, equilibrium, multiagent",5,0.09615384615384616
2006-2010,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",37,0.5441176470588235
2006-2010,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",13,0.19117647058823528
2006-2010,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",7,0.10294117647058823
2006-2010,Economics,3,"sports, football, league, leagues, transfer, soccer, revenue, duopsony, talent, game",6,0.08823529411764706
2006-2010,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",3,0.04411764705882353
2006-2010,Economics,5,"government, enterprises, evolutionary, green, diffusion, game, sustainable, development, export, industry",1,0.014705882352941176
2006-2010,Economics,7,"gm, household, efficiency, households, wives, husbands, allocation, agricultural, crops, income",1,0.014705882352941176
2006-2010,Engineering and Technology,0,"game, networks, network, users, power, proposed, problem, algorithm, based, allocation",75,0.6637168141592921
2006-2010,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",14,0.12389380530973451
2006-2010,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",9,0.07964601769911504
2006-2010,Engineering and Technology,3,"game, data, attacks, model, defense, security, based, privacy, attack, cyber",9,0.07964601769911504
2006-2010,Engineering and Technology,4,"game, control, vehicle, driver, driving, vehicles, traffic, lane, strategy, based",3,0.02654867256637168
2006-2010,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",1,0.008849557522123894
2006-2010,Engineering and Technology,6,"evolutionary, knowledge, design, game, project, model, theory, decision, value, projects",2,0.017699115044247787
2006-2010,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",1,0.5
2006-2010,Geoscience,3,"game, pollution, parking, traffic, lane, air, climate, model, based, changing",1,0.5
2006-2010,Humanities,0,"games, accessed, http, www, com, 2008, narrative, play, 2007, april",1,0.25
2006-2010,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",3,0.75
2006-2010,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",26,0.40625
2006-2010,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",20,0.3125
2006-2010,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",9,0.140625
2006-2010,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",3,0.046875
2006-2010,Management and OR,4,"carbon, energy, emission, government, emissions, low, game, green, evolutionary, environmental",1,0.015625
2006-2010,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",1,0.015625
2006-2010,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",4,0.0625
2006-2010,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",51,0.9272727272727272
2006-2010,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",1,0.01818181818181818
2006-2010,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",1,0.01818181818181818
2006-2010,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",2,0.03636363636363636
2006-2010,Medicine,1,"vaccination, control, disease, population, attack, coverage, security, vaccine, optimal, systems",2,0.4
2006-2010,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",3,0.6
2006-2010,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",1,0.1111111111111111
2006-2010,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.1111111111111111
2006-2010,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",1,0.1111111111111111
2006-2010,Other Professional Fields,4,"outsourcing, information, security, theory, strategic, relational, motivations, decision, core, case",2,0.2222222222222222
2006-2010,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",4,0.4444444444444444
2006-2010,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",2,0.25
2006-2010,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",3,0.375
2006-2010,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",3,0.375
2006-2010,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",27,0.48214285714285715
2006-2010,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",19,0.3392857142857143
2006-2010,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",9,0.16071428571428573
2006-2010,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",1,0.017857142857142856
2006-2010,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",15,0.4166666666666667
2006-2010,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",7,0.19444444444444445
2006-2010,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",7,0.19444444444444445
2006-2010,Political Science,3,"terrorism, terrorist, note, 2010, al, security, attacks, 2009, intelligence, december",2,0.05555555555555555
2006-2010,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",1,0.027777777777777776
2006-2010,Political Science,5,"sanctions, sender, economic, target, coercion, senders, secondary, sanction, model, success",2,0.05555555555555555
2006-2010,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",2,0.05555555555555555
2006-2010,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",18,1
